ROUTE,DAY,DELAY
DFW-SAN,SUN,5383
DFW-SFO,SUN,11971
DFW-SAF,SUN,1154
DFW-SAV,SUN,1497
DFW-SEA,SUN,3989
DFW-SPS,SUN,2395
DFW-SHV,SUN,5701
DFW-BPT,SUN,2753
DFW-RSW,SUN,2677
DFW-SGF,SUN,4539
DFW-STL,SUN,2218
DFW-TLH,SUN,1823
DFW-TPA,SUN,5297
DFW-ANC,SUN,232
DFW-TXK,SUN,1275
DFW-CID,SUN,3149
DFW-TUS,SUN,3225
DFW-TUL,SUN,4704
DFW-TYR,SUN,2951
DFW-CMI,SUN,1127
DFW-ACT,SUN,5080
DFW-IAD,SUN,1552
DFW-ICT,SUN,1349
DFW-OKC,SUN,4664
DFW-HOU,SUN,2809
DFW-HDN,SUN,323
DFW-CRW,SUN,491
DAL-ABQ,SUN,2802
DAL-AUS,SUN,8352
DAL-BWI,SUN,1394
DAL-LIT,SUN,1693
DAL-BHM,SUN,1109
DAL-CHS,SUN,226
DAL-CLT,SUN,44
DAL-MDW,SUN,2743
DAL-DEN,SUN,2040
DAL-DTW,SUN,45
DAL-ELP,SUN,2004
DAL-OMA,SUN,181
DAL-FLL,SUN,1689
DAL-BOS,SUN,131
DAL-MKE,SUN,309
DAL-IAH,SUN,376
DAL-ATL,SUN,4111
DAL-IND,SUN,567
DAL-CMH,SUN,380
DAL-SNA,SUN,666
DAL-MCI,SUN,4741
DAL-LGA,SUN,3960
DAL-LAX,SUN,5306
DAL-MSY,SUN,3456
DAL-LBB,SUN,2034
DAL-LAS,SUN,1886
DAL-MEM,SUN,1357
DAL-OAK,SUN,706
DAL-MAF,SUN,2344
DAL-BNA,SUN,1102
DAL-SJC,SUN,378
DAL-ECP,SUN,197
DAL-MCO,SUN,1317
DAL-PHL,SUN,77
DAL-PHX,SUN,1700
DAL-PIT,SUN,164
DAL-PDX,SUN,590
DAL-RDU,SUN,216
DAL-AMA,SUN,1499
DAL-DCA,SUN,3752
DAL-SMF,SUN,741
DAL-SLC,SUN,186
DAL-SAT,SUN,5763
DAL-SAN,SUN,789
DAL-SFO,SUN,3466
DAL-SEA,SUN,801
DAL-STL,SUN,3573
DAL-TPA,SUN,1212
DAL-TUL,SUN,1625
DAL-ICT,SUN,486
DAL-OKC,SUN,1918
DAL-HOU,SUN,11161
DEN-CAK,SUN,313
DEN-ABQ,SUN,2295
DEN-ASE,SUN,3462
DEN-AUS,SUN,6287
DEN-BWI,SUN,2317
DEN-LIT,SUN,881
DEN-BIL,SUN,1749
DEN-BHM,SUN,605
DEN-BIS,SUN,2008
DEN-BUR,SUN,3053
DEN-BOI,SUN,2698
DEN-BDL,SUN,394
DEN-CPR,SUN,1064
DEN-BMI,SUN,15
DEN-CLT,SUN,2673
DEN-MDW,SUN,4123
DEN-ORD,SUN,11350
DEN-CVG,SUN,2107
DEN-COS,SUN,6106
DEN-CLE,SUN,1484
DEN-DFW,SUN,14132
DEN-DAL,SUN,2017
DEN-MSN,SUN,1208
DEN-HNL,SUN,497
DEN-DSM,SUN,1107
DEN-DTW,SUN,4710
DEN-DIK,SUN,214
DEN-DRO,SUN,634
DEN-EGE,SUN,43
DEN-ELP,SUN,1802
DEN-KOA,SUN,155
DEN-OMA,SUN,4172
DEN-FLL,SUN,1015
DEN-FAT,SUN,2011
DEN-SUN,SUN,324
DEN-BZN,SUN,1870
DEN-BOS,SUN,3784
DEN-MKE,SUN,3091
DEN-PIA,SUN,47
DEN-IAH,SUN,12679
DEN-GRR,SUN,1197
DEN-GCC,SUN,385
DEN-FCA,SUN,1391
DEN-GJT,SUN,833
DEN-GTF,SUN,1130
DEN-GUC,SUN,544
DEN-ATL,SUN,6867
DEN-HYS,SUN,300
DEN-FAR,SUN,3210
DEN-HLN,SUN,509
DEN-HSV,SUN,218
DEN-IDA,SUN,1565
DEN-IND,SUN,4103
DEN-JAC,SUN,1904
DEN-JAX,SUN,413
DEN-DAY,SUN,1227
DEN-JMS,SUN,1242
DEN-FSD,SUN,2534
DEN-JFK,SUN,2633
DEN-CMH,SUN,1349
DEN-SNA,SUN,3810
DEN-OGG,SUN,149
DEN-MCI,SUN,3783
DEN-LGA,SUN,3132
DEN-LFT,SUN,436
DEN-LAR,SUN,521
DEN-LIH,SUN,0
DEN-LNK,SUN,1773
DEN-LAX,SUN,12999
DEN-MSY,SUN,2531
DEN-SDF,SUN,889
DEN-LBB,SUN,823
DEN-EUG,SUN,1475
DEN-LAS,SUN,10631
DEN-TYS,SUN,1023
DEN-BFL,SUN,827
DEN-MEM,SUN,1389
DEN-OAK,SUN,1588
DEN-MIA,SUN,3142
DEN-MAF,SUN,2028
DEN-MSP,SUN,6378
DEN-MOT,SUN,1704
DEN-MSO,SUN,656
DEN-MTJ,SUN,682
DEN-BNA,SUN,2587
DEN-EWR,SUN,3829
DEN-PHF,SUN,17
DEN-SJC,SUN,2479
DEN-XNA,SUN,657
DEN-ONT,SUN,1859
DEN-MCO,SUN,3807
DEN-PBI,SUN,100
DEN-PSP,SUN,3029
DEN-PHL,SUN,2832
DEN-PHX,SUN,12182
DEN-PIT,SUN,1784
DEN-PDX,SUN,4608
DEN-PUB,SUN,265
DEN-MLI,SUN,525
DEN-RDU,SUN,1353
DEN-RAP,SUN,1038
DEN-RNO,SUN,1392
DEN-AMA,SUN,873
DEN-RDM,SUN,736
DEN-MFR,SUN,1351
DEN-DCA,SUN,3069
DEN-SMF,SUN,2780
DEN-SLC,SUN,7945
DEN-SAT,SUN,2157
DEN-SAN,SUN,5440
DEN-SFO,SUN,15353
DEN-SBA,SUN,1193
DEN-SAF,SUN,416
DEN-SEA,SUN,5587
DEN-SHV,SUN,268
DEN-ISN,SUN,2212
DEN-RSW,SUN,409
DEN-OTH,SUN,225
DEN-RKS,SUN,482
DEN-GEG,SUN,1754
DEN-SGF,SUN,1043
DEN-SGU,SUN,676
DEN-STL,SUN,2838
DEN-TPA,SUN,1906
DEN-ANC,SUN,684
DEN-CID,SUN,1292
DEN-PSC,SUN,1076
DEN-TUS,SUN,2925
DEN-TUL,SUN,3292
DEN-IAD,SUN,3612
DEN-ICT,SUN,1807
DEN-OKC,SUN,2777
DEN-HOU,SUN,3046
DEN-HDN,SUN,678
DEN-COD,SUN,646
DTW-CAK,SUN,236
DTW-ALB,SUN,264
DTW-APN,SUN,531
DTW-ATW,SUN,408
DTW-ACY,SUN,318
DTW-AUS,SUN,836
DTW-GRB,SUN,1070
DTW-BWI,SUN,3694
DTW-BGR,SUN,495
DTW-LIT,SUN,426
DTW-BHM,SUN,922
DTW-LEX,SUN,964
DTW-BDL,SUN,2234
DTW-BUF,SUN,532
DTW-BTV,SUN,759
DTW-LAN,SUN,589
DTW-BMI,SUN,315
DTW-CHS,SUN,581
DTW-CLT,SUN,3573
DTW-TVC,SUN,677
DTW-MDW,SUN,3289
DTW-ORD,SUN,9685
DTW-CIU,SUN,532
DTW-CVG,SUN,338
DTW-CLE,SUN,1336
DTW-DFW,SUN,4804
DTW-DAL,SUN,90
DTW-MSN,SUN,2370
DTW-ESC,SUN,334
DTW-DEN,SUN,4207
DTW-DSM,SUN,705
DTW-ELM,SUN,2369
DTW-OMA,SUN,887
DTW-ERI,SUN,151
DTW-EVV,SUN,954
DTW-FLL,SUN,5033
DTW-FWA,SUN,996
DTW-BOS,SUN,5096
DTW-MKE,SUN,1920
DTW-PIA,SUN,133
DTW-IAH,SUN,4555
DTW-GRR,SUN,2341
DTW-BGM,SUN,61
DTW-ROC,SUN,607
DTW-GSP,SUN,0
DTW-MDT,SUN,406
DTW-ATL,SUN,6932
DTW-HSV,SUN,171
DTW-IND,SUN,1441
DTW-ITH,SUN,56
DTW-JAX,SUN,521
DTW-DAY,SUN,683
DTW-JFK,SUN,1294
DTW-CMH,SUN,0
DTW-AZO,SUN,229
DTW-MCI,SUN,2403
DTW-LGA,SUN,9893
DTW-ABE,SUN,1075
DTW-LAX,SUN,3834
DTW-MSY,SUN,2150
DTW-SDF,SUN,164
DTW-CHA,SUN,452
DTW-MBS,SUN,1175
DTW-MHT,SUN,155
DTW-LAS,SUN,4682
DTW-TYS,SUN,0
DTW-MEM,SUN,334
DTW-MIA,SUN,1720
DTW-MSP,SUN,5041
DTW-MYR,SUN,506
DTW-BNA,SUN,2331
DTW-EWR,SUN,4744
DTW-ORF,SUN,1454
DTW-MCO,SUN,3342
DTW-PBI,SUN,179
DTW-PLN,SUN,569
DTW-PHL,SUN,2891
DTW-PHX,SUN,4099
DTW-GSO,SUN,332
DTW-PIT,SUN,1655
DTW-PDX,SUN,457
DTW-PWM,SUN,606
DTW-MLI,SUN,266
DTW-RDU,SUN,1857
DTW-RIC,SUN,1420
DTW-RST,SUN,0
DTW-DCA,SUN,2715
DTW-SLC,SUN,1016
DTW-SAT,SUN,886
DTW-SAN,SUN,974
DTW-SFO,SUN,3300
DTW-SRQ,SUN,26
DTW-SAV,SUN,327
DTW-MQT,SUN,34
DTW-SEA,SUN,1890
DTW-SBN,SUN,1821
DTW-RSW,SUN,2905
DTW-STL,SUN,1385
DTW-SWF,SUN,119
DTW-SYR,SUN,234
DTW-TPA,SUN,3463
DTW-CID,SUN,538
DTW-PVD,SUN,554
DTW-TTN,SUN,229
DTW-TUL,SUN,268
DTW-SCE,SUN,329
DTW-IAD,SUN,717
DTW-HPN,SUN,144
DTW-AVP,SUN,688
DTW-OKC,SUN,629
DTW-CRW,SUN,0
FLL-ALB,SUN,0
FLL-LBE,SUN,307
FLL-ACY,SUN,1722
FLL-AUS,SUN,1502
FLL-BWI,SUN,6448
FLL-BDL,SUN,2390
FLL-BUF,SUN,1184
FLL-CHS,SUN,75
FLL-CLT,SUN,1222
FLL-MDW,SUN,1537
FLL-ORD,SUN,4667
FLL-CVG,SUN,808
FLL-CLE,SUN,1308
FLL-DFW,SUN,3375
FLL-DAL,SUN,791
FLL-DEN,SUN,1019
FLL-DTW,SUN,2987
FLL-BOS,SUN,5260
FLL-MKE,SUN,269
FLL-IAH,SUN,2835
FLL-ATL,SUN,8303
FLL-IND,SUN,155
FLL-JAX,SUN,1222
FLL-JFK,SUN,14337
FLL-CMH,SUN,843
FLL-MCI,SUN,114
FLL-LGA,SUN,10185
FLL-ISP,SUN,1067
FLL-LAX,SUN,4476
FLL-MSY,SUN,688
FLL-LAS,SUN,1225
FLL-MSP,SUN,725
FLL-MYR,SUN,374
FLL-BNA,SUN,778
FLL-EWR,SUN,5310
FLL-IAG,SUN,762
FLL-MCO,SUN,784
FLL-PHL,SUN,2162
FLL-PHX,SUN,436
FLL-PIT,SUN,2218
FLL-PBG,SUN,688
FLL-RDU,SUN,746
FLL-RIC,SUN,945
FLL-DCA,SUN,4207
FLL-SFO,SUN,3239
FLL-STL,SUN,1061
FLL-SWF,SUN,664
FLL-TPA,SUN,3260
FLL-PVD,SUN,735
FLL-TTN,SUN,454
FLL-IAD,SUN,132
FLL-HPN,SUN,1242
FLL-HOU,SUN,517
FLL-ORH,SUN,308
BOS-CAK,SUN,1973
BOS-ACY,SUN,309
BOS-AUS,SUN,254
BOS-BWI,SUN,7057
BOS-BUF,SUN,986
BOS-CHS,SUN,226
BOS-CLT,SUN,4652
BOS-MDW,SUN,1857
BOS-ORD,SUN,9096
BOS-CVG,SUN,494
BOS-CLE,SUN,2059
BOS-DFW,SUN,4095
BOS-DAL,SUN,31
BOS-MSN,SUN,0
BOS-DEN,SUN,4064
BOS-DTW,SUN,5896
BOS-FLL,SUN,4785
BOS-MKE,SUN,754
BOS-IAH,SUN,2602
BOS-ATL,SUN,7332
BOS-IND,SUN,942
BOS-JAX,SUN,734
BOS-JFK,SUN,12865
BOS-CMH,SUN,189
BOS-MCI,SUN,961
BOS-LGA,SUN,5764
BOS-LGB,SUN,340
BOS-LAX,SUN,7123
BOS-MSY,SUN,641
BOS-MVY,SUN,125
BOS-LAS,SUN,2609
BOS-OAK,SUN,215
BOS-MIA,SUN,3507
BOS-MSP,SUN,2348
BOS-MYR,SUN,214
BOS-ACK,SUN,217
BOS-BNA,SUN,1225
BOS-EWR,SUN,5816
BOS-SJC,SUN,223
BOS-MCO,SUN,4089
BOS-PBI,SUN,2707
BOS-PHL,SUN,5227
BOS-PHX,SUN,3127
BOS-PIT,SUN,1092
BOS-PDX,SUN,291
BOS-RDU,SUN,3143
BOS-RIC,SUN,4376
BOS-DCA,SUN,11442
BOS-SMF,SUN,258
BOS-SLC,SUN,455
BOS-SAN,SUN,965
BOS-SFO,SUN,7551
BOS-SRQ,SUN,379
BOS-SAV,SUN,126
BOS-SEA,SUN,1861
BOS-RSW,SUN,2455
BOS-STL,SUN,1105
BOS-TPA,SUN,1490
BOS-IAD,SUN,3277
BOS-HOU,SUN,1441
IAH-ABQ,SUN,1104
IAH-AEX,SUN,949
IAH-ASE,SUN,1269
IAH-AGS,SUN,19
IAH-AUS,SUN,6715
IAH-BWI,SUN,2091
IAH-BTR,SUN,3057
IAH-LIT,SUN,2896
IAH-BHM,SUN,2420
IAH-LEX,SUN,113
IAH-BOI,SUN,913
IAH-BDL,SUN,0
IAH-BRO,SUN,2124
IAH-CHS,SUN,1207
IAH-CLT,SUN,4558
IAH-ORD,SUN,14284
IAH-CVG,SUN,1773
IAH-COS,SUN,2139
IAH-CLE,SUN,2342
IAH-CAE,SUN,612
IAH-CRP,SUN,2515
IAH-DFW,SUN,7542
IAH-DAL,SUN,390
IAH-MSN,SUN,0
IAH-HNL,SUN,1772
IAH-DEN,SUN,11397
IAH-DSM,SUN,809
IAH-VPS,SUN,1735
IAH-DTW,SUN,6232
IAH-EGE,SUN,281
IAH-CLL,SUN,780
IAH-ELP,SUN,2153
IAH-OMA,SUN,1873
IAH-FLL,SUN,4498
IAH-BZN,SUN,73
IAH-BOS,SUN,3846
IAH-MKE,SUN,1899
IAH-PIA,SUN,361
IAH-GRR,SUN,547
IAH-GJT,SUN,220
IAH-GSP,SUN,1257
IAH-GPT,SUN,1503
IAH-GUC,SUN,373
IAH-ATL,SUN,10637
IAH-HSV,SUN,1186
IAH-IND,SUN,1197
IAH-JAC,SUN,327
IAH-JAN,SUN,2445
IAH-JAX,SUN,1879
IAH-CMH,SUN,904
IAH-SNA,SUN,3101
IAH-MCI,SUN,3164
IAH-LGA,SUN,4188
IAH-LFT,SUN,2531
IAH-LCH,SUN,1377
IAH-LRD,SUN,674
IAH-HOB,SUN,673
IAH-LAX,SUN,12708
IAH-MSY,SUN,4758
IAH-SDF,SUN,785
IAH-LBB,SUN,954
IAH-MFE,SUN,4751
IAH-LAS,SUN,7378
IAH-TYS,SUN,1240
IAH-BFL,SUN,1182
IAH-MEM,SUN,2555
IAH-OAK,SUN,698
IAH-MIA,SUN,7695
IAH-MAF,SUN,2545
IAH-MSP,SUN,3924
IAH-MOB,SUN,1748
IAH-MLU,SUN,656
IAH-MTJ,SUN,58
IAH-BNA,SUN,1561
IAH-EWR,SUN,9578
IAH-ORF,SUN,809
IAH-SJC,SUN,717
IAH-XNA,SUN,1432
IAH-ECP,SUN,462
IAH-ONT,SUN,1096
IAH-MCO,SUN,8688
IAH-PBI,SUN,1586
IAH-PSP,SUN,631
IAH-PNS,SUN,2100
IAH-PHL,SUN,4917
IAH-PHX,SUN,6863
IAH-PIT,SUN,1565
IAH-PDX,SUN,1610
IAH-RDU,SUN,324
IAH-RAP,SUN,39
IAH-RNO,SUN,92
IAH-RIC,SUN,673
IAH-AMA,SUN,957
IAH-GRK,SUN,1173
IAH-DCA,SUN,5608
IAH-SMF,SUN,1176
IAH-SLC,SUN,3913
IAH-SAT,SUN,5499
IAH-SAN,SUN,4327
IAH-SFO,SUN,11845
IAH-SAV,SUN,871
IAH-SEA,SUN,3448
IAH-SHV,SUN,1926
IAH-ISN,SUN,193
IAH-RSW,SUN,1756
IAH-STL,SUN,603
IAH-TPA,SUN,4681
IAH-ANC,SUN,67
IAH-TUS,SUN,2756
IAH-TUL,SUN,2209
IAH-TYR,SUN,497
IAH-HRL,SUN,1745
IAH-IAD,SUN,2266
IAH-ICT,SUN,1307
IAH-OKC,SUN,1849
IAH-HDN,SUN,139
IAH-CRW,SUN,588
ATL-CAK,SUN,1545
ATL-ALB,SUN,534
ATL-OAJ,SUN,1788
ATL-ABQ,SUN,575
ATL-AEX,SUN,2200
ATL-ATW,SUN,759
ATL-AVL,SUN,2071
ATL-ASE,SUN,198
ATL-ACY,SUN,601
ATL-AGS,SUN,2411
ATL-AUS,SUN,4238
ATL-GRB,SUN,1450
ATL-BWI,SUN,4705
ATL-BTR,SUN,4172
ATL-LIT,SUN,1360
ATL-BHM,SUN,1775
ATL-FNT,SUN,935
ATL-LEX,SUN,2239
ATL-BDL,SUN,1942
ATL-BQK,SUN,1177
ATL-BUF,SUN,847
ATL-BTV,SUN,607
ATL-LAN,SUN,15
ATL-BMI,SUN,2679
ATL-CHS,SUN,1813
ATL-CLT,SUN,4503
ATL-CHO,SUN,1443
ATL-TVC,SUN,247
ATL-MDW,SUN,4666
ATL-ORD,SUN,11234
ATL-CVG,SUN,2710
ATL-COS,SUN,291
ATL-CLE,SUN,2156
ATL-EWN,SUN,1287
ATL-CAE,SUN,3317
ATL-CSG,SUN,1613
ATL-DFW,SUN,11892
ATL-DAL,SUN,2581
ATL-MSN,SUN,709
ATL-HNL,SUN,550
ATL-DAB,SUN,1235
ATL-DEN,SUN,6988
ATL-DSM,SUN,528
ATL-VPS,SUN,1606
ATL-DTW,SUN,5405
ATL-DHN,SUN,1899
ATL-EGE,SUN,15
ATL-ELP,SUN,522
ATL-ELM,SUN,29
ATL-OMA,SUN,1147
ATL-EVV,SUN,1554
ATL-FAY,SUN,1953
ATL-FLL,SUN,7894
ATL-FSM,SUN,1340
ATL-FWA,SUN,1075
ATL-GNV,SUN,3796
ATL-BZN,SUN,804
ATL-BOS,SUN,6695
ATL-MKE,SUN,2338
ATL-PIA,SUN,1047
ATL-IAH,SUN,6474
ATL-GRR,SUN,887
ATL-GTR,SUN,1485
ATL-ROC,SUN,945
ATL-GSP,SUN,2456
ATL-GPT,SUN,1102
ATL-MDT,SUN,569
ATL-FAR,SUN,0
ATL-HSV,SUN,2650
ATL-IND,SUN,4502
ATL-JAC,SUN,0
ATL-JAN,SUN,2282
ATL-JAX,SUN,5354
ATL-DAY,SUN,1164
ATL-FSD,SUN,754
ATL-JFK,SUN,3806
ATL-CMH,SUN,3168
ATL-SNA,SUN,796
ATL-AZO,SUN,0
ATL-MCI,SUN,2488
ATL-EYW,SUN,1454
ATL-LGA,SUN,13004
ATL-LFT,SUN,2266
ATL-ABE,SUN,1607
ATL-LNK,SUN,669
ATL-LAX,SUN,6187
ATL-MSY,SUN,3969
ATL-SDF,SUN,1751
ATL-CHA,SUN,2777
ATL-MBS,SUN,140
ATL-MHT,SUN,142
ATL-LAS,SUN,5262
ATL-TYS,SUN,1610
ATL-MLB,SUN,1257
ATL-MEM,SUN,1897
ATL-OAK,SUN,23
ATL-MIA,SUN,4266
ATL-MSP,SUN,4114
ATL-MSO,SUN,0
ATL-MOB,SUN,2455
ATL-MLU,SUN,1886
ATL-MGM,SUN,3489
ATL-MTJ,SUN,0
ATL-MYR,SUN,1939
ATL-BNA,SUN,3074
ATL-EWR,SUN,8198
ATL-PHF,SUN,2523
ATL-ORF,SUN,2907
ATL-SJC,SUN,210
ATL-XNA,SUN,2103
ATL-ECP,SUN,1596
ATL-ONT,SUN,0
ATL-MCO,SUN,8783
ATL-PBI,SUN,4286
ATL-PNS,SUN,1489
ATL-PHL,SUN,7679
ATL-PHX,SUN,2594
ATL-GSO,SUN,3142
ATL-PIT,SUN,2645
ATL-PDX,SUN,874
ATL-PWM,SUN,759
ATL-MLI,SUN,1642
ATL-RDU,SUN,3623
ATL-RIC,SUN,2583
ATL-ROA,SUN,3171
ATL-GRK,SUN,1354
ATL-RST,SUN,415
ATL-DCA,SUN,5670
ATL-SMF,SUN,379
ATL-SLC,SUN,1081
ATL-SAT,SUN,2729
ATL-SAN,SUN,965
ATL-SFO,SUN,2758
ATL-SRQ,SUN,1127
ATL-SAV,SUN,2585
ATL-SEA,SUN,780
ATL-SHV,SUN,2722
ATL-SBN,SUN,2191
ATL-RSW,SUN,3266
ATL-ABY,SUN,1636
ATL-SGF,SUN,2748
ATL-STL,SUN,2899
ATL-SYR,SUN,745
ATL-TLH,SUN,3120
ATL-TPA,SUN,8484
ATL-ANC,SUN,341
ATL-CID,SUN,1794
ATL-PVD,SUN,892
ATL-TTN,SUN,795
ATL-TRI,SUN,1679
ATL-TUS,SUN,379
ATL-TUL,SUN,1085
ATL-SCE,SUN,0
ATL-VLD,SUN,926
ATL-IAD,SUN,3063
ATL-HPN,SUN,4185
ATL-ICT,SUN,602
ATL-AVP,SUN,507
ATL-OKC,SUN,1912
ATL-HOU,SUN,4265
ATL-ILM,SUN,1358
ATL-HDN,SUN,35
ATL-CRW,SUN,2249
JFK-ABQ,SUN,559
JFK-AUS,SUN,4039
JFK-BWI,SUN,765
JFK-HYA,SUN,75
JFK-BUR,SUN,300
JFK-BUF,SUN,7786
JFK-BTV,SUN,2035
JFK-CHS,SUN,1799
JFK-CLT,SUN,4682
JFK-ORD,SUN,3830
JFK-CVG,SUN,459
JFK-CLE,SUN,324
JFK-DFW,SUN,835
JFK-HNL,SUN,1232
JFK-DEN,SUN,3440
JFK-DTW,SUN,535
JFK-EGE,SUN,1918
JFK-FLL,SUN,13409
JFK-BOS,SUN,15428
JFK-ROC,SUN,2371
JFK-ATL,SUN,3711
JFK-IND,SUN,470
JFK-JAC,SUN,0
JFK-JAX,SUN,2608
JFK-CMH,SUN,1458
JFK-LGB,SUN,1335
JFK-LAX,SUN,23513
JFK-MSY,SUN,2657
JFK-MVY,SUN,128
JFK-LAS,SUN,7622
JFK-OAK,SUN,338
JFK-MIA,SUN,8525
JFK-MSP,SUN,1075
JFK-ACK,SUN,864
JFK-BNA,SUN,574
JFK-ORF,SUN,298
JFK-SJC,SUN,470
JFK-MCO,SUN,10861
JFK-PBI,SUN,4896
JFK-PHX,SUN,4610
JFK-PIT,SUN,173
JFK-PDX,SUN,3005
JFK-PWM,SUN,2807
JFK-RDU,SUN,3699
JFK-RNO,SUN,528
JFK-DCA,SUN,1802
JFK-SMF,SUN,658
JFK-SLC,SUN,4458
JFK-SAT,SUN,314
JFK-SAN,SUN,2303
JFK-SFO,SUN,17844
JFK-SRQ,SUN,316
JFK-SAV,SUN,765
JFK-SEA,SUN,5231
JFK-RSW,SUN,2825
JFK-SYR,SUN,2944
JFK-TPA,SUN,5656
JFK-IAD,SUN,3046
JFK-HOU,SUN,797
LGA-CAK,SUN,993
LGA-AGS,SUN,0
LGA-BGR,SUN,41
LGA-LIT,SUN,906
LGA-BHM,SUN,963
LGA-LEX,SUN,54
LGA-BUF,SUN,540
LGA-BTV,SUN,0
LGA-CHS,SUN,111
LGA-CLT,SUN,3671
LGA-CHO,SUN,510
LGA-TVC,SUN,92
LGA-MDW,SUN,1886
LGA-ORD,SUN,11818
LGA-CVG,SUN,0
LGA-CLE,SUN,2990
LGA-CAE,SUN,795
LGA-DFW,SUN,7188
LGA-DAL,SUN,2871
LGA-MSN,SUN,320
LGA-DEN,SUN,4563
LGA-DTW,SUN,7935
LGA-OMA,SUN,238
LGA-FLL,SUN,9105
LGA-BOS,SUN,6766
LGA-MKE,SUN,1362
LGA-IAH,SUN,2717
LGA-GRR,SUN,683
LGA-ROC,SUN,172
LGA-GSP,SUN,56
LGA-ATL,SUN,10997
LGA-IND,SUN,255
LGA-JAX,SUN,80
LGA-DAY,SUN,660
LGA-CMH,SUN,2497
LGA-MCI,SUN,1385
LGA-MSY,SUN,767
LGA-SDF,SUN,775
LGA-MHT,SUN,246
LGA-TYS,SUN,24
LGA-MEM,SUN,0
LGA-MIA,SUN,7376
LGA-MSP,SUN,3581
LGA-MYR,SUN,1272
LGA-BNA,SUN,4032
LGA-ORF,SUN,798
LGA-XNA,SUN,694
LGA-MCO,SUN,6704
LGA-PBI,SUN,4294
LGA-PHL,SUN,530
LGA-GSO,SUN,2349
LGA-PIT,SUN,309
LGA-PWM,SUN,51
LGA-RDU,SUN,2779
LGA-RIC,SUN,1226
LGA-DCA,SUN,6397
LGA-SRQ,SUN,917
LGA-SAV,SUN,730
LGA-RSW,SUN,1652
LGA-STL,SUN,2361
LGA-SYR,SUN,184
LGA-TPA,SUN,4349
LGA-IAD,SUN,1124
LGA-HOU,SUN,655
LGA-ILM,SUN,115
LAX-ABQ,SUN,4658
LAX-ASE,SUN,1759
LAX-AUS,SUN,5355
LAX-BWI,SUN,1286
LAX-BOI,SUN,1933
LAX-CLT,SUN,2267
LAX-MDW,SUN,2841
LAX-ORD,SUN,12364
LAX-CVG,SUN,1505
LAX-COS,SUN,1267
LAX-CLE,SUN,1268
LAX-DFW,SUN,11987
LAX-DAL,SUN,4753
LAX-MSN,SUN,0
LAX-HNL,SUN,9437
LAX-DEN,SUN,10272
LAX-DTW,SUN,4721
LAX-EGE,SUN,97
LAX-ELP,SUN,2359
LAX-KOA,SUN,2319
LAX-OMA,SUN,0
LAX-FLL,SUN,5226
LAX-FAT,SUN,5108
LAX-BZN,SUN,158
LAX-BOS,SUN,6070
LAX-MKE,SUN,914
LAX-IAH,SUN,9048
LAX-ATL,SUN,6871
LAX-ITO,SUN,95
LAX-IND,SUN,1283
LAX-JAC,SUN,174
LAX-JFK,SUN,24987
LAX-CMH,SUN,1257
LAX-OGG,SUN,4349
LAX-MCI,SUN,1622
LAX-LIH,SUN,967
LAX-MSY,SUN,2924
LAX-EUG,SUN,715
LAX-CLD,SUN,741
LAX-LAS,SUN,24127
LAX-MEM,SUN,46
LAX-OAK,SUN,13843
LAX-MIA,SUN,4080
LAX-MSP,SUN,4078
LAX-MRY,SUN,3245
LAX-MTJ,SUN,471
LAX-BNA,SUN,2723
LAX-EWR,SUN,8330
LAX-SJC,SUN,14147
LAX-MCO,SUN,4633
LAX-PBI,SUN,251
LAX-PSP,SUN,1404
LAX-PHL,SUN,2217
LAX-PHX,SUN,17844
LAX-PIT,SUN,601
LAX-PDX,SUN,2206
LAX-RDU,SUN,1303
LAX-RNO,SUN,4006
LAX-RDM,SUN,293
LAX-DCA,SUN,912
LAX-SMF,SUN,11771
LAX-SLC,SUN,9172
LAX-SAT,SUN,2539
LAX-SAN,SUN,8868
LAX-SFO,SUN,45368
LAX-SBP,SUN,1723
LAX-SBA,SUN,2539
LAX-SAF,SUN,458
LAX-SMX,SUN,282
LAX-SEA,SUN,4686
LAX-GEG,SUN,304
LAX-STL,SUN,3172
LAX-TPA,SUN,1955
LAX-TUS,SUN,5809
LAX-IAD,SUN,4149
LAX-ICT,SUN,331
LAX-OKC,SUN,526
LAX-HOU,SUN,3551
LAX-HDN,SUN,409
LAS-CAK,SUN,251
LAS-ALB,SUN,587
LAS-ABQ,SUN,1620
LAS-LBE,SUN,747
LAS-AUS,SUN,1600
LAS-BWI,SUN,3393
LAS-LIT,SUN,550
LAS-BHM,SUN,357
LAS-FNT,SUN,369
LAS-BUR,SUN,4143
LAS-BOI,SUN,701
LAS-BDL,SUN,1231
LAS-BUF,SUN,505
LAS-CLT,SUN,1317
LAS-MDW,SUN,4369
LAS-ORD,SUN,11219
LAS-CVG,SUN,2611
LAS-CLE,SUN,3122
LAS-DFW,SUN,8997
LAS-DAL,SUN,2579
LAS-HNL,SUN,2195
LAS-DEN,SUN,12814
LAS-DSM,SUN,198
LAS-DTW,SUN,5357
LAS-ELP,SUN,1445
LAS-OMA,SUN,1292
LAS-FLL,SUN,2299
LAS-BOS,SUN,3164
LAS-MKE,SUN,1965
LAS-IAH,SUN,5786
LAS-ATL,SUN,6083
LAS-IND,SUN,1514
LAS-JAX,SUN,226
LAS-JFK,SUN,9998
LAS-CMH,SUN,485
