ROUTE,DAY,DELAY
ORD-LSE,MON,2565
ORD-LGA,MON,35539
ORD-ABE,MON,1012
ORD-LNK,MON,3465
ORD-LAX,MON,25576
ORD-MSY,MON,4159
ORD-SDF,MON,1592
ORD-CHA,MON,411
ORD-MBS,MON,2624
ORD-MHT,MON,2073
ORD-MHK,MON,1655
ORD-LAS,MON,14711
ORD-TYS,MON,7086
ORD-MEM,MON,5462
ORD-OAK,MON,1403
ORD-MIA,MON,12293
ORD-MSP,MON,23341
ORD-MOB,MON,726
ORD-MTJ,MON,322
ORD-MKG,MON,1482
ORD-MYR,MON,646
ORD-BNA,MON,11275
ORD-EWR,MON,17206
ORD-ORF,MON,2713
ORD-SJC,MON,1427
ORD-XNA,MON,7352
ORD-MCO,MON,15751
ORD-PBI,MON,895
ORD-PSP,MON,1050
ORD-PNS,MON,332
ORD-PHL,MON,14982
ORD-PHX,MON,11205
ORD-GSO,MON,737
ORD-PIT,MON,4739
ORD-PDX,MON,5758
ORD-PWM,MON,1416
ORD-MLI,MON,2396
ORD-RDU,MON,6954
ORD-RAP,MON,1464
ORD-RNO,MON,1316
ORD-RIC,MON,4862
ORD-ROA,MON,2255
ORD-RST,MON,2709
ORD-DCA,MON,19334
ORD-SMF,MON,2559
ORD-SLC,MON,11025
ORD-SAT,MON,2970
ORD-SAN,MON,6614
ORD-SFO,MON,27889
ORD-SRQ,MON,1110
ORD-SAV,MON,2192
ORD-MQT,MON,960
ORD-SEA,MON,8112
ORD-SUX,MON,1639
ORD-SBN,MON,2964
ORD-RSW,MON,3066
ORD-SGF,MON,5832
ORD-STC,MON,548
ORD-STL,MON,8419
ORD-SYR,MON,3400
ORD-TPA,MON,10625
ORD-ANC,MON,1148
ORD-CID,MON,6764
ORD-PVD,MON,2017
ORD-TOL,MON,1574
ORD-TTN,MON,256
ORD-TUS,MON,1889
ORD-TUL,MON,4884
ORD-SCE,MON,2723
ORD-CMI,MON,2435
ORD-IAD,MON,6553
ORD-ALO,MON,1076
ORD-HPN,MON,4055
ORD-ICT,MON,5750
ORD-AVP,MON,1218
ORD-OKC,MON,6486
ORD-CRW,MON,1280
DFW-ABI,MON,4282
DFW-SPI,MON,961
DFW-ABQ,MON,3233
DFW-AEX,MON,1456
DFW-ASE,MON,817
DFW-AUS,MON,9669
DFW-BWI,MON,3326
DFW-BTR,MON,8331
DFW-LIT,MON,4013
DFW-BHM,MON,1447
DFW-BIS,MON,989
DFW-LEX,MON,1813
DFW-BDL,MON,1456
DFW-BRO,MON,2914
DFW-BMI,MON,1256
DFW-GRI,MON,1279
DFW-CHS,MON,660
DFW-CLT,MON,6201
DFW-ORD,MON,25785
DFW-CVG,MON,5019
DFW-COS,MON,1990
DFW-CLE,MON,2801
DFW-CAE,MON,2659
DFW-COU,MON,2024
DFW-CRP,MON,4054
DFW-MSN,MON,2456
DFW-HNL,MON,3346
DFW-DEN,MON,14165
DFW-DSM,MON,1867
DFW-VPS,MON,3862
DFW-DTW,MON,6514
DFW-DRO,MON,1214
DFW-EGE,MON,967
DFW-GGG,MON,958
DFW-CLL,MON,1981
DFW-ELP,MON,2988
DFW-OMA,MON,2924
DFW-EVV,MON,586
DFW-FLL,MON,6215
DFW-FSM,MON,3171
DFW-FWA,MON,1292
DFW-FAT,MON,1343
DFW-GCK,MON,1126
DFW-BOS,MON,6640
DFW-MKE,MON,2391
DFW-PIA,MON,1362
DFW-IAH,MON,9626
DFW-GRR,MON,1863
DFW-GJT,MON,1083
DFW-GSP,MON,684
DFW-GPT,MON,1993
DFW-GUC,MON,186
DFW-ATL,MON,14029
DFW-FAR,MON,1276
DFW-HSV,MON,501
DFW-IND,MON,3105
DFW-JAC,MON,465
DFW-JAN,MON,6063
DFW-JAX,MON,2373
DFW-DAY,MON,1406
DFW-FSD,MON,1121
DFW-JFK,MON,1283
DFW-CMH,MON,2765
DFW-SNA,MON,3940
DFW-JLN,MON,1322
DFW-OGG,MON,3111
DFW-MCI,MON,4534
DFW-MEI,MON,1652
DFW-LGA,MON,11272
DFW-LFT,MON,2957
DFW-LCH,MON,1486
DFW-LRD,MON,1658
DFW-LAW,MON,1963
DFW-LAX,MON,15885
DFW-MSY,MON,5624
DFW-SDF,MON,442
DFW-CHA,MON,1830
DFW-LBB,MON,2480
DFW-MHK,MON,1576
DFW-MFE,MON,3759
DFW-LAS,MON,7796
DFW-TYS,MON,4839
DFW-MEM,MON,1742
DFW-OAK,MON,82
DFW-MIA,MON,9104
DFW-MAF,MON,4158
DFW-MSP,MON,5595
DFW-MOB,MON,1505
DFW-MLU,MON,2945
DFW-MGM,MON,2986
DFW-MTJ,MON,267
DFW-BNA,MON,5240
DFW-EWR,MON,7180
DFW-ORF,MON,1864
DFW-SJC,MON,3174
DFW-XNA,MON,7381
DFW-ONT,MON,2780
DFW-MCO,MON,7977
DFW-PBI,MON,1647
DFW-PSP,MON,1478
DFW-PNS,MON,1881
DFW-PHL,MON,8585
DFW-PHX,MON,6117
DFW-GSO,MON,1263
DFW-PIT,MON,3362
DFW-PDX,MON,2578
DFW-MLI,MON,1335
DFW-RDU,MON,3652
DFW-RAP,MON,1163
DFW-RNO,MON,2065
DFW-RIC,MON,1477
DFW-AMA,MON,1836
DFW-GRK,MON,5788
DFW-DCA,MON,4931
DFW-ROW,MON,1721
DFW-SMF,MON,2678
DFW-SLC,MON,6049
DFW-SJT,MON,2852
DFW-SAT,MON,8103
DFW-SAN,MON,5880
DFW-SFO,MON,13604
DFW-SAF,MON,1053
DFW-SAV,MON,1870
DFW-SEA,MON,4528
DFW-SPS,MON,2448
DFW-SHV,MON,5652
DFW-BPT,MON,2805
DFW-RSW,MON,2843
DFW-SGF,MON,5136
DFW-STL,MON,4809
DFW-TLH,MON,1126
DFW-TPA,MON,4920
DFW-ANC,MON,139
DFW-TXK,MON,1146
DFW-CID,MON,3222
DFW-TUS,MON,4978
DFW-TUL,MON,5641
DFW-TYR,MON,2921
DFW-CMI,MON,687
DFW-ACT,MON,2797
DFW-IAD,MON,2165
DFW-ICT,MON,1650
DFW-OKC,MON,6921
DFW-HOU,MON,3797
DFW-HDN,MON,146
DFW-CRW,MON,386
DAL-ABQ,MON,3087
DAL-AUS,MON,6379
DAL-BWI,MON,1933
DAL-LIT,MON,1294
DAL-BHM,MON,1180
DAL-CHS,MON,291
DAL-CLT,MON,44
DAL-MDW,MON,4368
DAL-DEN,MON,2035
DAL-DTW,MON,151
DAL-ELP,MON,2517
DAL-OMA,MON,208
DAL-FLL,MON,981
DAL-BOS,MON,51
DAL-MKE,MON,562
DAL-IAH,MON,771
DAL-ATL,MON,4310
DAL-IND,MON,249
DAL-CMH,MON,347
DAL-SNA,MON,723
DAL-MCI,MON,3472
DAL-LGA,MON,8118
DAL-LAX,MON,5923
DAL-MSY,MON,2577
DAL-LBB,MON,2109
DAL-LAS,MON,2333
DAL-MEM,MON,1138
DAL-OAK,MON,920
DAL-MAF,MON,2628
DAL-BNA,MON,1465
DAL-SJC,MON,814
DAL-ECP,MON,300
DAL-MCO,MON,2004
DAL-PHL,MON,0
DAL-PHX,MON,1701
DAL-PIT,MON,25
DAL-PDX,MON,355
DAL-RDU,MON,171
DAL-AMA,MON,1602
DAL-DCA,MON,3941
DAL-SMF,MON,797
DAL-SLC,MON,0
DAL-SAT,MON,4307
DAL-SAN,MON,1218
DAL-SFO,MON,3792
DAL-SEA,MON,582
DAL-STL,MON,3421
DAL-TPA,MON,1582
DAL-TUL,MON,2614
DAL-ICT,MON,885
DAL-OKC,MON,1727
DAL-HOU,MON,8954
DEN-CAK,MON,650
DEN-ABQ,MON,3595
DEN-ASE,MON,2095
DEN-AUS,MON,7131
DEN-BWI,MON,3794
DEN-LIT,MON,1086
DEN-BIL,MON,1895
DEN-BHM,MON,417
DEN-BIS,MON,2137
DEN-BUR,MON,2393
DEN-BOI,MON,3637
DEN-BDL,MON,603
DEN-CPR,MON,1533
DEN-CLT,MON,1692
DEN-MDW,MON,4780
DEN-ORD,MON,18846
DEN-CVG,MON,1908
DEN-COS,MON,4940
DEN-CLE,MON,2198
DEN-DFW,MON,16485
DEN-DAL,MON,2125
DEN-MSN,MON,1894
DEN-HNL,MON,1168
DEN-DSM,MON,2801
DEN-DTW,MON,6415
DEN-DIK,MON,1030
DEN-DRO,MON,987
DEN-EGE,MON,22
DEN-ELP,MON,1553
DEN-KOA,MON,53
DEN-OMA,MON,3953
DEN-FLL,MON,1821
DEN-FAT,MON,2343
DEN-SUN,MON,359
DEN-BZN,MON,2663
DEN-BOS,MON,5371
DEN-MKE,MON,3757
DEN-PIA,MON,0
DEN-IAH,MON,11087
DEN-GRR,MON,1135
DEN-GCC,MON,415
DEN-FCA,MON,1420
DEN-GJT,MON,560
DEN-GTF,MON,1221
DEN-GUC,MON,1004
DEN-MDT,MON,114
DEN-ATL,MON,6251
DEN-HYS,MON,1036
DEN-FAR,MON,1916
DEN-HLN,MON,768
DEN-HSV,MON,296
DEN-IDA,MON,1193
DEN-IND,MON,3230
DEN-JAC,MON,1747
DEN-JAX,MON,713
DEN-DAY,MON,1057
DEN-JMS,MON,857
DEN-FSD,MON,2274
DEN-JFK,MON,2227
DEN-CMH,MON,765
DEN-SNA,MON,4622
DEN-OGG,MON,1841
DEN-MCI,MON,3565
DEN-LGA,MON,10196
DEN-LFT,MON,472
DEN-LAR,MON,683
DEN-LIH,MON,0
DEN-LNK,MON,1279
DEN-LAX,MON,12537
DEN-MSY,MON,2859
DEN-SDF,MON,1410
DEN-LBB,MON,1722
DEN-EUG,MON,867
DEN-LAS,MON,12639
DEN-TYS,MON,590
DEN-BFL,MON,882
DEN-MEM,MON,1428
DEN-OAK,MON,1579
DEN-MIA,MON,2638
DEN-MAF,MON,1849
DEN-MSP,MON,11768
DEN-MOT,MON,1526
DEN-MSO,MON,822
DEN-MTJ,MON,821
DEN-BNA,MON,3087
DEN-EWR,MON,5967
DEN-SJC,MON,3411
DEN-XNA,MON,1039
DEN-ONT,MON,1559
DEN-MCO,MON,4253
DEN-PBI,MON,84
DEN-PSP,MON,2129
DEN-PHL,MON,2689
DEN-PHX,MON,13084
DEN-GSO,MON,449
DEN-PIT,MON,1507
DEN-PDX,MON,5998
DEN-PUB,MON,426
DEN-MLI,MON,194
DEN-RDU,MON,1799
DEN-RAP,MON,1529
DEN-RNO,MON,2098
DEN-AMA,MON,849
DEN-RDM,MON,517
DEN-MFR,MON,1024
DEN-DCA,MON,2221
DEN-SMF,MON,4297
DEN-SLC,MON,8862
DEN-SAT,MON,3182
DEN-SAN,MON,6212
DEN-SFO,MON,16745
DEN-SBA,MON,658
DEN-SAF,MON,297
DEN-SEA,MON,7953
DEN-SHV,MON,635
DEN-ISN,MON,1995
DEN-RSW,MON,823
DEN-RKS,MON,221
DEN-GEG,MON,1481
DEN-SGF,MON,1149
DEN-SGU,MON,941
DEN-STL,MON,3846
DEN-TPA,MON,2545
DEN-ANC,MON,884
DEN-CID,MON,1277
DEN-PSC,MON,1092
DEN-TUS,MON,3898
DEN-TUL,MON,2509
DEN-IAD,MON,5878
DEN-ICT,MON,2265
DEN-OKC,MON,4294
DEN-HOU,MON,3372
DEN-HDN,MON,193
DEN-COD,MON,393
DTW-CAK,MON,389
DTW-ALB,MON,631
DTW-APN,MON,633
DTW-ATW,MON,740
DTW-ACY,MON,315
DTW-AUS,MON,235
DTW-GRB,MON,1061
DTW-BWI,MON,5702
DTW-BGR,MON,715
DTW-LIT,MON,468
DTW-BHM,MON,768
DTW-LEX,MON,564
DTW-BDL,MON,2460
DTW-BUF,MON,1309
DTW-BTV,MON,1158
DTW-LAN,MON,1175
DTW-BMI,MON,467
DTW-CHS,MON,328
DTW-CLT,MON,4295
DTW-TVC,MON,615
DTW-MDW,MON,6547
DTW-ORD,MON,14701
DTW-CIU,MON,854
DTW-CVG,MON,725
DTW-CLE,MON,864
DTW-DFW,MON,7258
DTW-DAL,MON,22
DTW-MSN,MON,2132
DTW-ESC,MON,509
DTW-DEN,MON,5384
DTW-DSM,MON,339
DTW-ELM,MON,2604
DTW-OMA,MON,882
DTW-ERI,MON,369
DTW-EVV,MON,1772
DTW-FLL,MON,5291
DTW-FWA,MON,2179
DTW-BOS,MON,6225
DTW-MKE,MON,2720
DTW-PIA,MON,364
DTW-IAH,MON,5401
DTW-GRR,MON,2231
DTW-BGM,MON,704
DTW-ROC,MON,806
DTW-GSP,MON,269
DTW-MDT,MON,1313
DTW-ATL,MON,9516
DTW-HSV,MON,214
DTW-IND,MON,1957
DTW-ITH,MON,0
DTW-JAX,MON,557
DTW-DAY,MON,632
DTW-JFK,MON,955
DTW-CMH,MON,49
DTW-AZO,MON,449
DTW-MCI,MON,2664
DTW-LGA,MON,14305
DTW-ABE,MON,692
DTW-LAX,MON,3420
DTW-MSY,MON,2587
DTW-SDF,MON,43
DTW-CHA,MON,1003
DTW-MBS,MON,688
DTW-MHT,MON,157
DTW-LAS,MON,5847
DTW-TYS,MON,280
DTW-MEM,MON,483
DTW-MIA,MON,2829
DTW-MSP,MON,5674
DTW-MYR,MON,456
DTW-BNA,MON,3146
DTW-EWR,MON,5765
DTW-ORF,MON,393
DTW-MCO,MON,4137
DTW-PBI,MON,1133
DTW-PLN,MON,1136
DTW-PHL,MON,6427
DTW-PHX,MON,4125
DTW-GSO,MON,679
DTW-PIT,MON,1164
DTW-PDX,MON,1773
DTW-PWM,MON,1493
DTW-MLI,MON,66
DTW-RDU,MON,1934
DTW-RIC,MON,2306
DTW-RST,MON,23
DTW-DCA,MON,4410
DTW-SLC,MON,2775
DTW-SAT,MON,1105
DTW-SAN,MON,717
DTW-SFO,MON,2564
DTW-SRQ,MON,0
DTW-SAV,MON,182
DTW-MQT,MON,0
DTW-SEA,MON,1665
DTW-SBN,MON,2581
DTW-RSW,MON,3235
DTW-STL,MON,2165
DTW-SWF,MON,0
DTW-SYR,MON,648
DTW-TPA,MON,3953
DTW-CID,MON,1816
DTW-PVD,MON,1288
DTW-TTN,MON,475
DTW-TUL,MON,749
DTW-SCE,MON,386
DTW-IAD,MON,2251
DTW-HPN,MON,838
DTW-AVP,MON,892
DTW-OKC,MON,618
FLL-ALB,MON,654
FLL-LBE,MON,421
FLL-ACY,MON,1143
FLL-AUS,MON,1102
FLL-BWI,MON,6403
FLL-BDL,MON,2630
FLL-BUF,MON,1000
FLL-CHS,MON,317
FLL-CLT,MON,2424
FLL-MDW,MON,2003
FLL-ORD,MON,8322
FLL-CVG,MON,692
FLL-CLE,MON,1043
FLL-DFW,MON,5757
FLL-DAL,MON,1020
FLL-DEN,MON,2269
FLL-DTW,MON,3247
FLL-BOS,MON,5636
FLL-MKE,MON,631
FLL-IAH,MON,2526
FLL-ATL,MON,8944
FLL-IND,MON,251
FLL-JAX,MON,1701
FLL-JFK,MON,15071
FLL-CMH,MON,905
FLL-MCI,MON,184
FLL-LGA,MON,15431
FLL-ISP,MON,1199
FLL-LAX,MON,3982
FLL-MSY,MON,777
FLL-LAS,MON,1287
FLL-MSP,MON,1289
FLL-MYR,MON,482
FLL-BNA,MON,1341
FLL-EWR,MON,6929
FLL-IAG,MON,303
FLL-MCO,MON,876
FLL-PHL,MON,2366
FLL-PHX,MON,622
FLL-PIT,MON,1753
FLL-PBG,MON,1009
FLL-RDU,MON,1569
FLL-RIC,MON,919
FLL-DCA,MON,3866
FLL-SFO,MON,2487
FLL-STL,MON,525
FLL-SWF,MON,536
FLL-TPA,MON,3231
FLL-PVD,MON,914
FLL-TTN,MON,2010
FLL-IAD,MON,931
FLL-HPN,MON,1307
FLL-HOU,MON,433
FLL-ORH,MON,312
BOS-CAK,MON,847
BOS-ACY,MON,672
BOS-AUS,MON,331
BOS-BWI,MON,7133
BOS-BUF,MON,1695
BOS-CHS,MON,337
BOS-CLT,MON,5394
BOS-MDW,MON,3049
BOS-ORD,MON,18651
BOS-CVG,MON,257
BOS-CLE,MON,3087
BOS-DFW,MON,4911
BOS-DAL,MON,61
BOS-DEN,MON,4358
BOS-DTW,MON,6721
BOS-FLL,MON,5830
BOS-MKE,MON,885
BOS-IAH,MON,3128
BOS-ATL,MON,7026
BOS-IND,MON,564
BOS-JAX,MON,1151
BOS-JFK,MON,11752
BOS-CMH,MON,312
BOS-MCI,MON,588
BOS-LGA,MON,22064
BOS-LGB,MON,480
BOS-LAX,MON,6094
BOS-MSY,MON,977
BOS-MVY,MON,0
BOS-LAS,MON,3374
BOS-OAK,MON,208
BOS-MIA,MON,2472
BOS-MSP,MON,4019
BOS-MYR,MON,340
BOS-ACK,MON,128
BOS-BNA,MON,774
BOS-EWR,MON,10440
BOS-SJC,MON,430
BOS-MCO,MON,6405
BOS-PBI,MON,3959
BOS-PHL,MON,8716
BOS-PHX,MON,1929
BOS-PIT,MON,1224
BOS-PDX,MON,349
BOS-RDU,MON,2214
BOS-RIC,MON,4589
BOS-DCA,MON,9705
BOS-SMF,MON,273
BOS-SLC,MON,844
BOS-SAN,MON,832
BOS-SFO,MON,9821
BOS-SRQ,MON,410
BOS-SAV,MON,455
BOS-SEA,MON,1793
BOS-RSW,MON,4101
BOS-STL,MON,1284
BOS-TPA,MON,2071
BOS-IAD,MON,2963
BOS-HOU,MON,1884
IAH-ABQ,MON,1881
IAH-AEX,MON,1505
IAH-ASE,MON,977
IAH-AUS,MON,5617
IAH-BWI,MON,1842
IAH-BTR,MON,2927
IAH-LIT,MON,1967
IAH-BHM,MON,2771
IAH-LEX,MON,325
IAH-BOI,MON,915
IAH-BRO,MON,1032
IAH-CHS,MON,762
IAH-CLT,MON,5676
IAH-ORD,MON,14719
IAH-CVG,MON,1601
IAH-COS,MON,2623
IAH-CLE,MON,1407
IAH-CAE,MON,73
IAH-CRP,MON,3168
IAH-DFW,MON,8861
IAH-DAL,MON,548
IAH-HNL,MON,1548
IAH-DEN,MON,12224
IAH-DSM,MON,1948
IAH-VPS,MON,1073
IAH-DTW,MON,6117
IAH-EGE,MON,106
IAH-CLL,MON,521
IAH-ELP,MON,3311
IAH-OMA,MON,1716
IAH-FLL,MON,3133
IAH-BZN,MON,79
IAH-BOS,MON,4032
IAH-MKE,MON,2084
IAH-PIA,MON,299
IAH-GRR,MON,208
IAH-GJT,MON,382
IAH-GSP,MON,868
IAH-GPT,MON,1252
IAH-GUC,MON,20
IAH-ATL,MON,8639
IAH-HSV,MON,1298
IAH-IND,MON,1284
IAH-JAC,MON,280
IAH-JAN,MON,2143
IAH-JAX,MON,1173
IAH-CMH,MON,1237
IAH-SNA,MON,2829
IAH-MCI,MON,3867
IAH-LGA,MON,8887
IAH-LFT,MON,2405
IAH-LCH,MON,856
IAH-LRD,MON,1129
IAH-HOB,MON,721
IAH-LAX,MON,14687
IAH-MSY,MON,6126
IAH-SDF,MON,826
IAH-LBB,MON,2341
IAH-MFE,MON,2557
IAH-LAS,MON,8478
IAH-TYS,MON,985
IAH-BFL,MON,1341
IAH-MEM,MON,2408
IAH-OAK,MON,623
IAH-MIA,MON,7094
IAH-MAF,MON,2923
IAH-MSP,MON,3241
IAH-MOB,MON,1872
IAH-MLU,MON,796
IAH-MTJ,MON,77
IAH-BNA,MON,1665
IAH-EWR,MON,8650
IAH-ORF,MON,516
IAH-SJC,MON,844
IAH-XNA,MON,1834
IAH-ECP,MON,540
IAH-ONT,MON,1132
IAH-MCO,MON,6294
IAH-PBI,MON,630
IAH-PSP,MON,386
IAH-PNS,MON,1747
IAH-PHL,MON,4172
IAH-PHX,MON,5313
IAH-PIT,MON,1827
IAH-PDX,MON,1118
IAH-RDU,MON,269
IAH-RNO,MON,0
IAH-RIC,MON,1219
IAH-AMA,MON,922
IAH-GRK,MON,867
IAH-DCA,MON,3651
IAH-SMF,MON,1049
IAH-SLC,MON,3746
IAH-SAT,MON,5298
IAH-SAN,MON,3569
IAH-SFO,MON,10203
IAH-SAV,MON,266
IAH-SEA,MON,3294
IAH-SHV,MON,2473
IAH-ISN,MON,203
IAH-RSW,MON,1343
IAH-STL,MON,979
IAH-TPA,MON,4291
IAH-ANC,MON,330
IAH-TUS,MON,1804
IAH-TUL,MON,1741
IAH-TYR,MON,1155
IAH-HRL,MON,948
IAH-IAD,MON,3811
IAH-ICT,MON,1198
IAH-OKC,MON,1622
IAH-HDN,MON,243
IAH-CRW,MON,411
ATL-CAK,MON,1285
ATL-ALB,MON,1472
ATL-OAJ,MON,2840
ATL-ABQ,MON,885
ATL-AEX,MON,3163
ATL-ATW,MON,496
ATL-AVL,MON,3998
ATL-ASE,MON,86
ATL-ACY,MON,515
ATL-AGS,MON,4515
ATL-AUS,MON,4275
ATL-GRB,MON,643
ATL-BWI,MON,8341
ATL-BTR,MON,6547
ATL-LIT,MON,2337
ATL-BHM,MON,3643
ATL-FNT,MON,1420
ATL-LEX,MON,3978
ATL-BDL,MON,2200
ATL-BQK,MON,1609
ATL-BUF,MON,1337
ATL-BTV,MON,779
ATL-BMI,MON,1856
ATL-CHS,MON,3458
ATL-CLT,MON,9241
ATL-CHO,MON,2988
ATL-MDW,MON,8510
ATL-ORD,MON,19636
ATL-CVG,MON,3126
ATL-COS,MON,1778
ATL-CLE,MON,4184
ATL-EWN,MON,1604
ATL-CAE,MON,4496
ATL-CSG,MON,2365
ATL-DFW,MON,11525
ATL-DAL,MON,3857
ATL-MSN,MON,961
ATL-HNL,MON,875
ATL-DAB,MON,1497
ATL-DEN,MON,8557
ATL-DSM,MON,1303
ATL-VPS,MON,2146
ATL-DTW,MON,8505
ATL-DHN,MON,2293
ATL-EGE,MON,70
ATL-ELP,MON,722
ATL-ELM,MON,125
ATL-OMA,MON,1088
ATL-EVV,MON,2218
ATL-FAY,MON,3881
ATL-FLL,MON,9209
ATL-FSM,MON,2150
ATL-FWA,MON,2993
ATL-GNV,MON,3702
ATL-BZN,MON,0
ATL-BOS,MON,5496
ATL-MKE,MON,4045
ATL-PIA,MON,1790
ATL-IAH,MON,7596
ATL-GRR,MON,988
ATL-GTR,MON,1920
ATL-ROC,MON,1338
ATL-GSP,MON,4020
ATL-GPT,MON,1125
ATL-MDT,MON,1248
ATL-FAR,MON,53
ATL-HSV,MON,4102
ATL-IND,MON,5889
ATL-JAC,MON,0
ATL-JAN,MON,2296
ATL-JAX,MON,5229
ATL-DAY,MON,1192
ATL-FSD,MON,1313
ATL-JFK,MON,5169
ATL-CMH,MON,3668
ATL-SNA,MON,754
ATL-MCI,MON,4463
ATL-EYW,MON,2209
ATL-LGA,MON,20817
ATL-LFT,MON,1665
ATL-ABE,MON,1797
ATL-LNK,MON,896
ATL-LAX,MON,7656
ATL-MSY,MON,7160
ATL-SDF,MON,2872
ATL-CHA,MON,4680
ATL-MHT,MON,534
ATL-LAS,MON,6477
ATL-TYS,MON,2536
ATL-MLB,MON,1615
ATL-MEM,MON,3766
ATL-OAK,MON,0
ATL-MIA,MON,4817
ATL-MSP,MON,5613
ATL-MOB,MON,5739
ATL-MLU,MON,2612
ATL-MGM,MON,4910
ATL-MTJ,MON,0
ATL-MYR,MON,2641
ATL-BNA,MON,3237
ATL-EWR,MON,11994
ATL-PHF,MON,2367
ATL-ORF,MON,2831
ATL-SJC,MON,698
ATL-XNA,MON,1874
ATL-ECP,MON,2874
ATL-MCO,MON,9671
ATL-PBI,MON,4187
ATL-PNS,MON,2986
ATL-PHL,MON,12021
ATL-PHX,MON,2834
ATL-GSO,MON,5538
ATL-PIT,MON,4764
ATL-PDX,MON,819
ATL-PWM,MON,1430
ATL-MLI,MON,2135
ATL-RDU,MON,4668
ATL-RIC,MON,4028
ATL-ROA,MON,2213
ATL-GRK,MON,1465
ATL-RST,MON,452
ATL-DCA,MON,10433
ATL-SMF,MON,422
ATL-SLC,MON,1874
ATL-SAT,MON,3088
ATL-SAN,MON,1269
ATL-SFO,MON,3834
ATL-SRQ,MON,1709
ATL-SAV,MON,4630
ATL-SEA,MON,2124
ATL-SHV,MON,3694
ATL-SBN,MON,3359
ATL-RSW,MON,4252
ATL-ABY,MON,1787
ATL-SGF,MON,2402
ATL-STL,MON,3532
ATL-SYR,MON,883
ATL-TLH,MON,3744
ATL-TPA,MON,10961
ATL-ANC,MON,0
ATL-CID,MON,2440
ATL-PVD,MON,969
ATL-TTN,MON,1079
ATL-TRI,MON,2648
ATL-TUS,MON,719
ATL-TUL,MON,1741
ATL-SCE,MON,0
ATL-VLD,MON,2154
ATL-IAD,MON,4061
ATL-HPN,MON,4828
ATL-ICT,MON,789
ATL-AVP,MON,836
ATL-OKC,MON,1881
ATL-HOU,MON,5904
ATL-ILM,MON,2524
ATL-HDN,MON,73
ATL-CRW,MON,3707
JFK-ABQ,MON,630
JFK-AUS,MON,4312
JFK-BWI,MON,664
JFK-HYA,MON,186
JFK-BUR,MON,443
JFK-BUF,MON,7315
JFK-BTV,MON,2620
JFK-CHS,MON,1562
JFK-CLT,MON,4337
JFK-ORD,MON,5019
JFK-CVG,MON,807
JFK-CLE,MON,602
JFK-DFW,MON,393
JFK-HNL,MON,2551
JFK-DEN,MON,1870
JFK-DTW,MON,934
JFK-EGE,MON,279
JFK-FLL,MON,13155
JFK-BOS,MON,11628
JFK-ROC,MON,2899
JFK-ATL,MON,5981
JFK-IND,MON,209
JFK-JAX,MON,3324
JFK-CMH,MON,1569
JFK-LGB,MON,1178
JFK-LAX,MON,18947
JFK-MSY,MON,2050
JFK-MVY,MON,180
JFK-LAS,MON,7526
JFK-OAK,MON,215
JFK-MIA,MON,7930
JFK-MSP,MON,3163
JFK-ACK,MON,864
JFK-BNA,MON,901
JFK-ORF,MON,125
JFK-SJC,MON,347
JFK-MCO,MON,11009
JFK-PBI,MON,5233
JFK-PHX,MON,4425
JFK-PIT,MON,543
JFK-PDX,MON,3128
JFK-PWM,MON,1895
JFK-RDU,MON,3167
JFK-RNO,MON,332
JFK-DCA,MON,1902
JFK-SMF,MON,380
JFK-SLC,MON,3800
JFK-SAT,MON,237
JFK-SAN,MON,3603
JFK-SFO,MON,17273
JFK-SRQ,MON,384
JFK-SAV,MON,1466
JFK-SEA,MON,3764
JFK-RSW,MON,2863
JFK-SYR,MON,2525
JFK-TPA,MON,6522
JFK-IAD,MON,3264
JFK-HOU,MON,1514
LGA-CAK,MON,1983
LGA-BGR,MON,19
LGA-LIT,MON,647
LGA-BHM,MON,2381
LGA-LEX,MON,28
LGA-BUF,MON,1531
LGA-BTV,MON,97
LGA-CHS,MON,107
LGA-CLT,MON,6763
LGA-CHO,MON,834
LGA-MDW,MON,6933
LGA-ORD,MON,34579
LGA-CVG,MON,234
LGA-CLE,MON,5284
LGA-CAE,MON,2796
LGA-DFW,MON,9206
LGA-DAL,MON,5691
LGA-MSN,MON,574
LGA-DEN,MON,8605
LGA-DTW,MON,13245
LGA-OMA,MON,259
LGA-FLL,MON,17034
LGA-BOS,MON,16312
LGA-MKE,MON,3449
LGA-IAH,MON,6587
LGA-GRR,MON,712
LGA-ROC,MON,886
LGA-ATL,MON,20971
LGA-IND,MON,459
LGA-JAX,MON,201
LGA-DAY,MON,1070
LGA-CMH,MON,4217
LGA-MCI,MON,2695
LGA-MSY,MON,1098
LGA-SDF,MON,913
LGA-MHT,MON,580
LGA-TYS,MON,545
LGA-MEM,MON,122
LGA-MIA,MON,13786
LGA-MSP,MON,7195
LGA-MYR,MON,1411
LGA-BNA,MON,7174
LGA-ORF,MON,978
LGA-XNA,MON,1944
LGA-MCO,MON,10620
LGA-PBI,MON,8115
LGA-PHL,MON,44
LGA-GSO,MON,4254
LGA-PIT,MON,449
LGA-PWM,MON,692
LGA-RDU,MON,6282
LGA-RIC,MON,4759
LGA-DCA,MON,9372
LGA-SRQ,MON,1063
LGA-SAV,MON,1377
LGA-RSW,MON,1078
LGA-STL,MON,4813
LGA-SYR,MON,171
LGA-TPA,MON,3830
LGA-IAD,MON,475
LGA-HOU,MON,1907
