ROUTE,DAY,DELAY
DTW-MYR (Detroit Metropolitan Wayne County  to Myrtle Beach International ),FRI,758
DTW-BNA (Detroit Metropolitan Wayne County  to Nashville International ),FRI,2792
DTW-EWR (Detroit Metropolitan Wayne County  to Newark Liberty International ),FRI,4831
DTW-ORF (Detroit Metropolitan Wayne County  to Norfolk International ),FRI,868
DTW-MCO (Detroit Metropolitan Wayne County  to Orlando International ),FRI,3573
DTW-PBI (Detroit Metropolitan Wayne County  to Palm Beach International ),FRI,599
DTW-PLN (Detroit Metropolitan Wayne County  to Pellston Regional  of Emmet County ),FRI,1168
DTW-PHL (Detroit Metropolitan Wayne County  to Philadelphia International ),FRI,3676
DTW-PHX (Detroit Metropolitan Wayne County  to Phoenix Sky Harbor International ),FRI,2821
DTW-GSO (Detroit Metropolitan Wayne County  to Piedmont Triad International ),FRI,820
DTW-PIT (Detroit Metropolitan Wayne County  to Pittsburgh International ),FRI,1066
DTW-PDX (Detroit Metropolitan Wayne County  to Portland International ),FRI,92
DTW-PWM (Detroit Metropolitan Wayne County  to Portland International Jetport ),FRI,577
DTW-MLI (Detroit Metropolitan Wayne County  to Quad City International ),FRI,434
DTW-RDU (Detroit Metropolitan Wayne County  to Raleigh Durham International ),FRI,1188
DTW-RIC (Detroit Metropolitan Wayne County  to Richmond International ),FRI,751
DTW-DCA (Detroit Metropolitan Wayne County  to Ronald Reagan Washington National ),FRI,2282
DTW-SLC (Detroit Metropolitan Wayne County  to Salt Lake City International ),FRI,1181
DTW-SAT (Detroit Metropolitan Wayne County  to San Antonio International ),FRI,1217
DTW-SAN (Detroit Metropolitan Wayne County  to San Diego International ),FRI,852
DTW-SFO (Detroit Metropolitan Wayne County  to San Francisco International ),FRI,2551
DTW-SRQ (Detroit Metropolitan Wayne County  to Sarasota Bradenton International ),FRI,36
DTW-SAV (Detroit Metropolitan Wayne County  to Savannah Hilton Head International ),FRI,215
DTW-MQT (Detroit Metropolitan Wayne County  to Sawyer International ),FRI,0
DTW-SEA (Detroit Metropolitan Wayne County  to Seattle Tacoma International ),FRI,2293
DTW-SBN (Detroit Metropolitan Wayne County  to South Bend Regional ),FRI,3720
DTW-RSW (Detroit Metropolitan Wayne County  to Southwest Florida International ),FRI,2075
DTW-STL (Detroit Metropolitan Wayne County  to St Louis Lambert International ),FRI,1751
DTW-SWF (Detroit Metropolitan Wayne County  to Stewart International ),FRI,0
DTW-SYR (Detroit Metropolitan Wayne County  to Syracuse Hancock International ),FRI,168
DTW-TPA (Detroit Metropolitan Wayne County  to Tampa International ),FRI,2930
DTW-CID (Detroit Metropolitan Wayne County  to The Eastern Iowa ),FRI,1497
DTW-PVD (Detroit Metropolitan Wayne County  to Theodore Francis Green State ),FRI,843
DTW-TTN (Detroit Metropolitan Wayne County  to Trenton Mercer ),FRI,401
DTW-TUL (Detroit Metropolitan Wayne County  to Tulsa International ),FRI,550
DTW-SCE (Detroit Metropolitan Wayne County  to University Park ),FRI,340
DTW-IAD (Detroit Metropolitan Wayne County  to Washington Dulles International ),FRI,968
DTW-HPN (Detroit Metropolitan Wayne County  to Westchester County ),FRI,236
DTW-AVP (Detroit Metropolitan Wayne County  to Wilkes Barre Scranton International ),FRI,1495
DTW-OKC (Detroit Metropolitan Wayne County  to Will Rogers World ),FRI,463
FLL-ALB (Fort Lauderdale Hollywood International  to Albany International ),FRI,134
FLL-LBE (Fort Lauderdale Hollywood International  to Arnold Palmer Regional ),FRI,344
FLL-ACY (Fort Lauderdale Hollywood International  to Atlantic City International ),FRI,1272
FLL-AUS (Fort Lauderdale Hollywood International  to Austin Bergstrom International ),FRI,1339
FLL-BWI (Fort Lauderdale Hollywood International  to Baltimore/Washington International Thurgood Marshall ),FRI,5687
FLL-BDL (Fort Lauderdale Hollywood International  to Bradley International ),FRI,1747
FLL-BUF (Fort Lauderdale Hollywood International  to Buffalo Niagara International ),FRI,829
FLL-CHS (Fort Lauderdale Hollywood International  to Charleston Air Force Base-International ),FRI,35
FLL-CLT (Fort Lauderdale Hollywood International  to Charlotte Douglas International ),FRI,2057
FLL-MDW (Fort Lauderdale Hollywood International  to Chicago Midway International ),FRI,1456
FLL-ORD (Fort Lauderdale Hollywood International  to Chicago OHare International ),FRI,4530
FLL-CVG (Fort Lauderdale Hollywood International  to Cincinnati Northern Kentucky International ),FRI,428
FLL-CLE (Fort Lauderdale Hollywood International  to Cleveland Hopkins International ),FRI,1622
FLL-DFW (Fort Lauderdale Hollywood International  to Dallas Fort Worth International ),FRI,4737
FLL-DAL (Fort Lauderdale Hollywood International  to Dallas Love Field),FRI,1914
FLL-DEN (Fort Lauderdale Hollywood International  to Denver International ),FRI,1408
FLL-DTW (Fort Lauderdale Hollywood International  to Detroit Metropolitan Wayne County ),FRI,3771
FLL-BOS (Fort Lauderdale Hollywood International  to General Edward Lawrence Logan International ),FRI,3830
FLL-MKE (Fort Lauderdale Hollywood International  to General Mitchell International ),FRI,248
FLL-IAH (Fort Lauderdale Hollywood International  to George Bush Intercontinental Houston ),FRI,1895
FLL-ATL (Fort Lauderdale Hollywood International  to Hartsfield Jackson Atlanta International ),FRI,8358
FLL-IND (Fort Lauderdale Hollywood International  to Indianapolis International ),FRI,123
FLL-JAX (Fort Lauderdale Hollywood International  to Jacksonville International ),FRI,1120
FLL-JFK (Fort Lauderdale Hollywood International  to John F Kennedy International ),FRI,8907
FLL-CMH (Fort Lauderdale Hollywood International  to John Glenn Columbus International ),FRI,398
FLL-MCI (Fort Lauderdale Hollywood International  to Kansas City International ),FRI,123
FLL-LGA (Fort Lauderdale Hollywood International  to La Guardia ),FRI,14787
FLL-ISP (Fort Lauderdale Hollywood International  to Long Island Mac Arthur ),FRI,1260
FLL-LAX (Fort Lauderdale Hollywood International  to Los Angeles International ),FRI,3465
FLL-MSY (Fort Lauderdale Hollywood International  to Louis Armstrong New Orleans International ),FRI,1286
FLL-LAS (Fort Lauderdale Hollywood International  to McCarran International ),FRI,1028
FLL-MSP (Fort Lauderdale Hollywood International  to Minneapolis-St Paul International/Wold-Chamberlain ),FRI,626
FLL-MYR (Fort Lauderdale Hollywood International  to Myrtle Beach International ),FRI,230
FLL-BNA (Fort Lauderdale Hollywood International  to Nashville International ),FRI,1396
FLL-EWR (Fort Lauderdale Hollywood International  to Newark Liberty International ),FRI,6561
FLL-IAG (Fort Lauderdale Hollywood International  to Niagara Falls International ),FRI,242
FLL-MCO (Fort Lauderdale Hollywood International  to Orlando International ),FRI,1359
FLL-PHL (Fort Lauderdale Hollywood International  to Philadelphia International ),FRI,3548
FLL-PHX (Fort Lauderdale Hollywood International  to Phoenix Sky Harbor International ),FRI,638
FLL-PIT (Fort Lauderdale Hollywood International  to Pittsburgh International ),FRI,1582
FLL-PBG (Fort Lauderdale Hollywood International  to Plattsburgh International ),FRI,747
FLL-RDU (Fort Lauderdale Hollywood International  to Raleigh Durham International ),FRI,1040
FLL-RIC (Fort Lauderdale Hollywood International  to Richmond International ),FRI,1085
FLL-DCA (Fort Lauderdale Hollywood International  to Ronald Reagan Washington National ),FRI,5366
FLL-SFO (Fort Lauderdale Hollywood International  to San Francisco International ),FRI,2135
FLL-STL (Fort Lauderdale Hollywood International  to St Louis Lambert International ),FRI,406
FLL-SWF (Fort Lauderdale Hollywood International  to Stewart International ),FRI,420
FLL-TPA (Fort Lauderdale Hollywood International  to Tampa International ),FRI,3643
FLL-PVD (Fort Lauderdale Hollywood International  to Theodore Francis Green State ),FRI,765
FLL-TTN (Fort Lauderdale Hollywood International  to Trenton Mercer ),FRI,1135
FLL-IAD (Fort Lauderdale Hollywood International  to Washington Dulles International ),FRI,313
FLL-HPN (Fort Lauderdale Hollywood International  to Westchester County ),FRI,1062
FLL-HOU (Fort Lauderdale Hollywood International  to William P Hobby ),FRI,250
FLL-ORH (Fort Lauderdale Hollywood International  to Worcester Regional ),FRI,773
BOS-CAK (General Edward Lawrence Logan International  to Akron Canton Regional ),FRI,898
BOS-ACY (General Edward Lawrence Logan International  to Atlantic City International ),FRI,265
BOS-AUS (General Edward Lawrence Logan International  to Austin Bergstrom International ),FRI,221
BOS-BWI (General Edward Lawrence Logan International  to Baltimore/Washington International Thurgood Marshall ),FRI,5780
BOS-BUF (General Edward Lawrence Logan International  to Buffalo Niagara International ),FRI,793
BOS-CHS (General Edward Lawrence Logan International  to Charleston Air Force Base-International ),FRI,376
BOS-CLT (General Edward Lawrence Logan International  to Charlotte Douglas International ),FRI,4681
BOS-MDW (General Edward Lawrence Logan International  to Chicago Midway International ),FRI,1981
BOS-ORD (General Edward Lawrence Logan International  to Chicago OHare International ),FRI,10515
BOS-CVG (General Edward Lawrence Logan International  to Cincinnati Northern Kentucky International ),FRI,507
BOS-CLE (General Edward Lawrence Logan International  to Cleveland Hopkins International ),FRI,1133
BOS-DFW (General Edward Lawrence Logan International  to Dallas Fort Worth International ),FRI,3706
BOS-DAL (General Edward Lawrence Logan International  to Dallas Love Field),FRI,97
BOS-DEN (General Edward Lawrence Logan International  to Denver International ),FRI,3889
BOS-DTW (General Edward Lawrence Logan International  to Detroit Metropolitan Wayne County ),FRI,5131
BOS-FLL (General Edward Lawrence Logan International  to Fort Lauderdale Hollywood International ),FRI,4189
BOS-MKE (General Edward Lawrence Logan International  to General Mitchell International ),FRI,694
BOS-IAH (General Edward Lawrence Logan International  to George Bush Intercontinental Houston ),FRI,2826
BOS-ATL (General Edward Lawrence Logan International  to Hartsfield Jackson Atlanta International ),FRI,6099
BOS-IND (General Edward Lawrence Logan International  to Indianapolis International ),FRI,110
BOS-JAX (General Edward Lawrence Logan International  to Jacksonville International ),FRI,973
BOS-JFK (General Edward Lawrence Logan International  to John F Kennedy International ),FRI,9563
BOS-CMH (General Edward Lawrence Logan International  to John Glenn Columbus International ),FRI,109
BOS-MCI (General Edward Lawrence Logan International  to Kansas City International ),FRI,599
BOS-LGA (General Edward Lawrence Logan International  to La Guardia ),FRI,17969
BOS-LGB (General Edward Lawrence Logan International  to Long Beach /Daugherty Field/ ),FRI,639
BOS-LAX (General Edward Lawrence Logan International  to Los Angeles International ),FRI,5429
BOS-MSY (General Edward Lawrence Logan International  to Louis Armstrong New Orleans International ),FRI,514
BOS-MVY (General Edward Lawrence Logan International  to Martha's Vineyard ),FRI,102
BOS-LAS (General Edward Lawrence Logan International  to McCarran International ),FRI,2547
BOS-OAK (General Edward Lawrence Logan International  to Metropolitan Oakland International ),FRI,178
BOS-MIA (General Edward Lawrence Logan International  to Miami International ),FRI,2707
BOS-MSP (General Edward Lawrence Logan International  to Minneapolis-St Paul International/Wold-Chamberlain ),FRI,2299
BOS-MYR (General Edward Lawrence Logan International  to Myrtle Beach International ),FRI,130
BOS-ACK (General Edward Lawrence Logan International  to Nantucket Memorial ),FRI,100
BOS-BNA (General Edward Lawrence Logan International  to Nashville International ),FRI,461
BOS-EWR (General Edward Lawrence Logan International  to Newark Liberty International ),FRI,7669
BOS-SJC (General Edward Lawrence Logan International  to Norman Y. Mineta San Jose International ),FRI,556
BOS-MCO (General Edward Lawrence Logan International  to Orlando International ),FRI,4761
BOS-PBI (General Edward Lawrence Logan International  to Palm Beach International ),FRI,3440
BOS-PHL (General Edward Lawrence Logan International  to Philadelphia International ),FRI,8352
BOS-PHX (General Edward Lawrence Logan International  to Phoenix Sky Harbor International ),FRI,2649
BOS-PIT (General Edward Lawrence Logan International  to Pittsburgh International ),FRI,1129
BOS-PDX (General Edward Lawrence Logan International  to Portland International ),FRI,517
BOS-RDU (General Edward Lawrence Logan International  to Raleigh Durham International ),FRI,1736
BOS-RIC (General Edward Lawrence Logan International  to Richmond International ),FRI,3422
BOS-DCA (General Edward Lawrence Logan International  to Ronald Reagan Washington National ),FRI,9524
BOS-SMF (General Edward Lawrence Logan International  to Sacramento International ),FRI,155
BOS-SLC (General Edward Lawrence Logan International  to Salt Lake City International ),FRI,344
BOS-SAN (General Edward Lawrence Logan International  to San Diego International ),FRI,1271
BOS-SFO (General Edward Lawrence Logan International  to San Francisco International ),FRI,8220
BOS-SRQ (General Edward Lawrence Logan International  to Sarasota Bradenton International ),FRI,352
BOS-SAV (General Edward Lawrence Logan International  to Savannah Hilton Head International ),FRI,158
BOS-SEA (General Edward Lawrence Logan International  to Seattle Tacoma International ),FRI,1707
BOS-RSW (General Edward Lawrence Logan International  to Southwest Florida International ),FRI,2426
BOS-STL (General Edward Lawrence Logan International  to St Louis Lambert International ),FRI,961
BOS-TPA (General Edward Lawrence Logan International  to Tampa International ),FRI,1616
BOS-IAD (General Edward Lawrence Logan International  to Washington Dulles International ),FRI,1781
BOS-HOU (General Edward Lawrence Logan International  to William P Hobby ),FRI,1189
IAH-ABQ (George Bush Intercontinental Houston  to Albuquerque International Sunport),FRI,1614
IAH-AEX (George Bush Intercontinental Houston  to Alexandria International ),FRI,663
IAH-ASE (George Bush Intercontinental Houston  to Aspen-Pitkin Co/Sardy Field),FRI,468
IAH-AUS (George Bush Intercontinental Houston  to Austin Bergstrom International ),FRI,4277
IAH-BWI (George Bush Intercontinental Houston  to Baltimore/Washington International Thurgood Marshall ),FRI,2491
IAH-BTR (George Bush Intercontinental Houston  to Baton Rouge Metropolitan ),FRI,1854
IAH-LIT (George Bush Intercontinental Houston  to Bill & Hillary Clinton National /Adams Field),FRI,1529
IAH-BHM (George Bush Intercontinental Houston  to Birmingham-Shuttlesworth International ),FRI,2088
IAH-LEX (George Bush Intercontinental Houston  to Blue Grass ),FRI,295
IAH-BOI (George Bush Intercontinental Houston  to Boise Air Terminal/Gowen Field),FRI,562
IAH-BRO (George Bush Intercontinental Houston  to Brownsville South Padre Island International ),FRI,1124
IAH-CHS (George Bush Intercontinental Houston  to Charleston Air Force Base-International ),FRI,1006
IAH-CLT (George Bush Intercontinental Houston  to Charlotte Douglas International ),FRI,3750
IAH-ORD (George Bush Intercontinental Houston  to Chicago OHare International ),FRI,10148
IAH-CVG (George Bush Intercontinental Houston  to Cincinnati Northern Kentucky International ),FRI,1688
IAH-COS (George Bush Intercontinental Houston  to City of Colorado Springs Municipal ),FRI,1113
IAH-CLE (George Bush Intercontinental Houston  to Cleveland Hopkins International ),FRI,1865
IAH-CAE (George Bush Intercontinental Houston  to Columbia Metropolitan ),FRI,404
IAH-CRP (George Bush Intercontinental Houston  to Corpus Christi International ),FRI,2495
IAH-DFW (George Bush Intercontinental Houston  to Dallas Fort Worth International ),FRI,10025
IAH-DAL (George Bush Intercontinental Houston  to Dallas Love Field),FRI,347
IAH-HNL (George Bush Intercontinental Houston  to Daniel K Inouye International ),FRI,1050
IAH-DEN (George Bush Intercontinental Houston  to Denver International ),FRI,9081
IAH-DSM (George Bush Intercontinental Houston  to Des Moines International ),FRI,214
IAH-VPS (George Bush Intercontinental Houston  to Destin-Ft Walton Beach ),FRI,1231
IAH-DTW (George Bush Intercontinental Houston  to Detroit Metropolitan Wayne County ),FRI,4449
IAH-EGE (George Bush Intercontinental Houston  to Eagle County Regional ),FRI,116
IAH-CLL (George Bush Intercontinental Houston  to Easterwood Field),FRI,614
IAH-ELP (George Bush Intercontinental Houston  to El Paso International ),FRI,2069
IAH-OMA (George Bush Intercontinental Houston  to Eppley Airfield),FRI,1446
IAH-FLL (George Bush Intercontinental Houston  to Fort Lauderdale Hollywood International ),FRI,3896
IAH-BZN (George Bush Intercontinental Houston  to Gallatin Field),FRI,0
IAH-BOS (George Bush Intercontinental Houston  to General Edward Lawrence Logan International ),FRI,3115
IAH-MKE (George Bush Intercontinental Houston  to General Mitchell International ),FRI,971
IAH-PIA (George Bush Intercontinental Houston  to General Wayne A. Downing Peoria International ),FRI,303
IAH-GRR (George Bush Intercontinental Houston  to Gerald R. Ford International ),FRI,508
IAH-GJT (George Bush Intercontinental Houston  to Grand Junction Regional ),FRI,269
IAH-GSP (George Bush Intercontinental Houston  to Greenville Spartanburg International ),FRI,713
IAH-GPT (George Bush Intercontinental Houston  to Gulfport Biloxi International ),FRI,1882
IAH-GUC (George Bush Intercontinental Houston  to Gunnison Crested Butte Regional ),FRI,0
IAH-ATL (George Bush Intercontinental Houston  to Hartsfield Jackson Atlanta International ),FRI,5528
IAH-HSV (George Bush Intercontinental Houston  to Huntsville International Carl T Jones Field),FRI,1128
IAH-IND (George Bush Intercontinental Houston  to Indianapolis International ),FRI,1543
IAH-JAC (George Bush Intercontinental Houston  to Jackson Hole ),FRI,94
IAH-JAN (George Bush Intercontinental Houston  to Jackson-Medgar Wiley Evers International ),FRI,2183
IAH-JAX (George Bush Intercontinental Houston  to Jacksonville International ),FRI,1408
IAH-CMH (George Bush Intercontinental Houston  to John Glenn Columbus International ),FRI,1554
IAH-SNA (George Bush Intercontinental Houston  to John Wayne -Orange County ),FRI,2088
IAH-MCI (George Bush Intercontinental Houston  to Kansas City International ),FRI,2996
IAH-LGA (George Bush Intercontinental Houston  to La Guardia ),FRI,6788
IAH-LFT (George Bush Intercontinental Houston  to Lafayette Regional ),FRI,2243
IAH-LCH (George Bush Intercontinental Houston  to Lake Charles Regional ),FRI,782
IAH-LRD (George Bush Intercontinental Houston  to Laredo International ),FRI,901
IAH-HOB (George Bush Intercontinental Houston  to Lea County Regional ),FRI,478
IAH-LAX (George Bush Intercontinental Houston  to Los Angeles International ),FRI,11222
IAH-MSY (George Bush Intercontinental Houston  to Louis Armstrong New Orleans International ),FRI,4891
IAH-SDF (George Bush Intercontinental Houston  to Louisville International Standiford Field),FRI,611
IAH-LBB (George Bush Intercontinental Houston  to Lubbock Preston Smith International ),FRI,1053
IAH-MFE (George Bush Intercontinental Houston  to Mc Allen Miller International ),FRI,3262
IAH-LAS (George Bush Intercontinental Houston  to McCarran International ),FRI,5584
IAH-TYS (George Bush Intercontinental Houston  to McGhee Tyson ),FRI,614
IAH-BFL (George Bush Intercontinental Houston  to Meadows Field),FRI,782
IAH-MEM (George Bush Intercontinental Houston  to Memphis International ),FRI,2480
IAH-OAK (George Bush Intercontinental Houston  to Metropolitan Oakland International ),FRI,522
IAH-MIA (George Bush Intercontinental Houston  to Miami International ),FRI,5549
IAH-MAF (George Bush Intercontinental Houston  to Midland International ),FRI,2134
IAH-MSP (George Bush Intercontinental Houston  to Minneapolis-St Paul International/Wold-Chamberlain ),FRI,2630
IAH-MOB (George Bush Intercontinental Houston  to Mobile Regional ),FRI,1442
IAH-MLU (George Bush Intercontinental Houston  to Monroe Regional ),FRI,493
IAH-MTJ (George Bush Intercontinental Houston  to Montrose Regional ),FRI,66
IAH-BNA (George Bush Intercontinental Houston  to Nashville International ),FRI,1844
IAH-EWR (George Bush Intercontinental Houston  to Newark Liberty International ),FRI,6215
IAH-ORF (George Bush Intercontinental Houston  to Norfolk International ),FRI,286
IAH-SJC (George Bush Intercontinental Houston  to Norman Y. Mineta San Jose International ),FRI,1255
IAH-XNA (George Bush Intercontinental Houston  to Northwest Arkansas Regional ),FRI,1722
IAH-ECP (George Bush Intercontinental Houston  to Northwest Florida Beaches International ),FRI,900
IAH-ONT (George Bush Intercontinental Houston  to Ontario International ),FRI,1073
IAH-MCO (George Bush Intercontinental Houston  to Orlando International ),FRI,6423
IAH-PBI (George Bush Intercontinental Houston  to Palm Beach International ),FRI,569
IAH-PSP (George Bush Intercontinental Houston  to Palm Springs International ),FRI,453
IAH-PNS (George Bush Intercontinental Houston  to Pensacola Regional ),FRI,1662
IAH-PHL (George Bush Intercontinental Houston  to Philadelphia International ),FRI,4062
IAH-PHX (George Bush Intercontinental Houston  to Phoenix Sky Harbor International ),FRI,7205
IAH-PIT (George Bush Intercontinental Houston  to Pittsburgh International ),FRI,677
IAH-PDX (George Bush Intercontinental Houston  to Portland International ),FRI,618
IAH-RDU (George Bush Intercontinental Houston  to Raleigh Durham International ),FRI,509
IAH-RNO (George Bush Intercontinental Houston  to Reno Tahoe International ),FRI,0
IAH-RIC (George Bush Intercontinental Houston  to Richmond International ),FRI,1014
IAH-AMA (George Bush Intercontinental Houston  to Rick Husband Amarillo International ),FRI,810
IAH-GRK (George Bush Intercontinental Houston  to Robert Gray  Army Air Field ),FRI,802
IAH-DCA (George Bush Intercontinental Houston  to Ronald Reagan Washington National ),FRI,3775
IAH-SMF (George Bush Intercontinental Houston  to Sacramento International ),FRI,569
IAH-SLC (George Bush Intercontinental Houston  to Salt Lake City International ),FRI,3208
IAH-SAT (George Bush Intercontinental Houston  to San Antonio International ),FRI,4833
IAH-SAN (George Bush Intercontinental Houston  to San Diego International ),FRI,2965
IAH-SFO (George Bush Intercontinental Houston  to San Francisco International ),FRI,8603
IAH-SAV (George Bush Intercontinental Houston  to Savannah Hilton Head International ),FRI,627
IAH-SEA (George Bush Intercontinental Houston  to Seattle Tacoma International ),FRI,3674
IAH-SHV (George Bush Intercontinental Houston  to Shreveport Regional ),FRI,1793
IAH-ISN (George Bush Intercontinental Houston  to Sloulin Field International ),FRI,341
IAH-RSW (George Bush Intercontinental Houston  to Southwest Florida International ),FRI,711
IAH-STL (George Bush Intercontinental Houston  to St Louis Lambert International ),FRI,922
IAH-TPA (George Bush Intercontinental Houston  to Tampa International ),FRI,3924
IAH-ANC (George Bush Intercontinental Houston  to Ted Stevens Anchorage International ),FRI,431
IAH-TUS (George Bush Intercontinental Houston  to Tucson International ),FRI,1545
IAH-TUL (George Bush Intercontinental Houston  to Tulsa International ),FRI,1379
IAH-TYR (George Bush Intercontinental Houston  to Tyler Pounds Regional ),FRI,646
IAH-HRL (George Bush Intercontinental Houston  to Valley International ),FRI,818
IAH-IAD (George Bush Intercontinental Houston  to Washington Dulles International ),FRI,1464
IAH-ICT (George Bush Intercontinental Houston  to Wichita Eisenhower National ),FRI,1079
IAH-OKC (George Bush Intercontinental Houston  to Will Rogers World ),FRI,972
IAH-HDN (George Bush Intercontinental Houston  to Yampa Valley ),FRI,95
IAH-CRW (George Bush Intercontinental Houston  to Yeager ),FRI,195
ATL-CAK (Hartsfield Jackson Atlanta International  to Akron Canton Regional ),FRI,1475
ATL-ALB (Hartsfield Jackson Atlanta International  to Albany International ),FRI,459
ATL-OAJ (Hartsfield Jackson Atlanta International  to Albert J Ellis ),FRI,2554
ATL-ABQ (Hartsfield Jackson Atlanta International  to Albuquerque International Sunport),FRI,709
ATL-AEX (Hartsfield Jackson Atlanta International  to Alexandria International ),FRI,1739
ATL-ATW (Hartsfield Jackson Atlanta International  to Appleton International ),FRI,1043
ATL-AVL (Hartsfield Jackson Atlanta International  to Asheville Regional ),FRI,2428
ATL-ASE (Hartsfield Jackson Atlanta International  to Aspen-Pitkin Co/Sardy Field),FRI,156
ATL-ACY (Hartsfield Jackson Atlanta International  to Atlantic City International ),FRI,194
ATL-AGS (Hartsfield Jackson Atlanta International  to Augusta Regional At Bush Field),FRI,2604
ATL-AUS (Hartsfield Jackson Atlanta International  to Austin Bergstrom International ),FRI,3828
ATL-GRB (Hartsfield Jackson Atlanta International  to Austin Straubel International ),FRI,1068
ATL-BWI (Hartsfield Jackson Atlanta International  to Baltimore/Washington International Thurgood Marshall ),FRI,8977
ATL-BTR (Hartsfield Jackson Atlanta International  to Baton Rouge Metropolitan ),FRI,4915
ATL-LIT (Hartsfield Jackson Atlanta International  to Bill & Hillary Clinton National /Adams Field),FRI,1378
ATL-BHM (Hartsfield Jackson Atlanta International  to Birmingham-Shuttlesworth International ),FRI,2741
ATL-FNT (Hartsfield Jackson Atlanta International  to Bishop International ),FRI,960
ATL-LEX (Hartsfield Jackson Atlanta International  to Blue Grass ),FRI,3794
ATL-BDL (Hartsfield Jackson Atlanta International  to Bradley International ),FRI,1275
ATL-BQK (Hartsfield Jackson Atlanta International  to Brunswick Golden Isles ),FRI,1449
ATL-BUF (Hartsfield Jackson Atlanta International  to Buffalo Niagara International ),FRI,1144
ATL-BTV (Hartsfield Jackson Atlanta International  to Burlington International ),FRI,707
ATL-LAN (Hartsfield Jackson Atlanta International  to Capital City ),FRI,0
ATL-BMI (Hartsfield Jackson Atlanta International  to Central Illinois Regional  at Bloomington-Normal),FRI,2064
ATL-CHS (Hartsfield Jackson Atlanta International  to Charleston Air Force Base-International ),FRI,2114
ATL-CLT (Hartsfield Jackson Atlanta International  to Charlotte Douglas International ),FRI,5912
ATL-CHO (Hartsfield Jackson Atlanta International  to Charlottesville Albemarle ),FRI,1348
ATL-MDW (Hartsfield Jackson Atlanta International  to Chicago Midway International ),FRI,5395
ATL-ORD (Hartsfield Jackson Atlanta International  to Chicago OHare International ),FRI,12882
ATL-CVG (Hartsfield Jackson Atlanta International  to Cincinnati Northern Kentucky International ),FRI,2465
ATL-COS (Hartsfield Jackson Atlanta International  to City of Colorado Springs Municipal ),FRI,434
ATL-CLE (Hartsfield Jackson Atlanta International  to Cleveland Hopkins International ),FRI,3369
ATL-EWN (Hartsfield Jackson Atlanta International  to Coastal Carolina Regional ),FRI,746
ATL-CAE (Hartsfield Jackson Atlanta International  to Columbia Metropolitan ),FRI,3611
ATL-CSG (Hartsfield Jackson Atlanta International  to Columbus Metropolitan ),FRI,2235
ATL-DFW (Hartsfield Jackson Atlanta International  to Dallas Fort Worth International ),FRI,13067
ATL-DAL (Hartsfield Jackson Atlanta International  to Dallas Love Field),FRI,2856
ATL-MSN (Hartsfield Jackson Atlanta International  to Dane County Regional Truax Field),FRI,867
ATL-HNL (Hartsfield Jackson Atlanta International  to Daniel K Inouye International ),FRI,657
ATL-DAB (Hartsfield Jackson Atlanta International  to Daytona Beach International ),FRI,1775
ATL-DEN (Hartsfield Jackson Atlanta International  to Denver International ),FRI,6476
ATL-DSM (Hartsfield Jackson Atlanta International  to Des Moines International ),FRI,395
ATL-VPS (Hartsfield Jackson Atlanta International  to Destin-Ft Walton Beach ),FRI,1975
ATL-DTW (Hartsfield Jackson Atlanta International  to Detroit Metropolitan Wayne County ),FRI,5796
ATL-DHN (Hartsfield Jackson Atlanta International  to Dothan Regional ),FRI,2194
ATL-EGE (Hartsfield Jackson Atlanta International  to Eagle County Regional ),FRI,138
ATL-ELP (Hartsfield Jackson Atlanta International  to El Paso International ),FRI,694
ATL-ELM (Hartsfield Jackson Atlanta International  to Elmira Corning Regional ),FRI,290
ATL-OMA (Hartsfield Jackson Atlanta International  to Eppley Airfield),FRI,1213
ATL-EVV (Hartsfield Jackson Atlanta International  to Evansville Regional ),FRI,1491
ATL-FAY (Hartsfield Jackson Atlanta International  to Fayetteville Regional Grannis Field),FRI,1327
ATL-FLL (Hartsfield Jackson Atlanta International  to Fort Lauderdale Hollywood International ),FRI,10332
ATL-FSM (Hartsfield Jackson Atlanta International  to Fort Smith Regional ),FRI,777
ATL-FWA (Hartsfield Jackson Atlanta International  to Fort Wayne International ),FRI,1893
ATL-GNV (Hartsfield Jackson Atlanta International  to Gainesville Regional ),FRI,3150
ATL-BZN (Hartsfield Jackson Atlanta International  to Gallatin Field),FRI,0
ATL-BOS (Hartsfield Jackson Atlanta International  to General Edward Lawrence Logan International ),FRI,5643
ATL-MKE (Hartsfield Jackson Atlanta International  to General Mitchell International ),FRI,2829
ATL-PIA (Hartsfield Jackson Atlanta International  to General Wayne A. Downing Peoria International ),FRI,1085
ATL-IAH (Hartsfield Jackson Atlanta International  to George Bush Intercontinental Houston ),FRI,6082
ATL-GRR (Hartsfield Jackson Atlanta International  to Gerald R. Ford International ),FRI,1200
ATL-GTR (Hartsfield Jackson Atlanta International  to Golden Triangle Regional ),FRI,814
ATL-GJT (Hartsfield Jackson Atlanta International  to Grand Junction Regional ),FRI,0
ATL-ROC (Hartsfield Jackson Atlanta International  to Greater Rochester International ),FRI,842
ATL-GSP (Hartsfield Jackson Atlanta International  to Greenville Spartanburg International ),FRI,3061
ATL-GPT (Hartsfield Jackson Atlanta International  to Gulfport Biloxi International ),FRI,1023
ATL-MDT (Hartsfield Jackson Atlanta International  to Harrisburg International ),FRI,584
